뉴스 제목	댓글 내용	타입
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	천안함 폭파 시키는 동포 봤어요?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	주방장 헐 ᆢ	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	무슨 병인듯....	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	참 무지하게답답하네짝사랑도정도껏하세요 국민은울화통터짐니다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	네가 빨리 죽어졌으면 좋겠는데	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	구질구질하다 증말 ㅋㅋㅋㅋㅋㅋ 정은아 재앙이 머리통에 핵 한방만 갈겨줘라	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	하아 .. 북에서 우리를 주적으로 간주하는데 아직도 이런생각을하고있는게이나라의 수장이고 대표자라고 할수있겠냐?진짜 이건 여,야 색깔론을 떠나서 이정도면 진짜 간첩아니냐?상식적으로 생각해서 ㅡㅡ 진짜 나라 곳간은 개박살나서 매번 추경하는데무슨 저 북한이랑 뭘하겠다고..에혀 진짜로 진짜로 젊은인생이지만 앞날이 보이지않는다...	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	벼 시 새 끼 !!!	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	과연 삐라뿌린거때문에 저러는걸까? 북한은 상종을 안하는게  나을듯.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	문재인의 머릿속에 뭐가들었는지 진심궁금하다. 애걸복걸 평화놀음 641년 8월 당태종은 고구려를 방문하고 돌아온 진대덕의 보고를 받는 자리에서 “고구려를 육로와 해로로 나누어 공격하면 쉽게 멸망시킬 수 있으나, 지금은 산동지역이 아직 전쟁의 피해에서 벗어나지 못한 탓에 전쟁을 할 수 없다”고 말한 바 있다. 영류왕이 막고자 했던 당나라와의 전쟁은 그의 의지와 상관없이, 당태종의 야심과 당나라의 필요에 의해 발발했을 가능성이 높았다. 60세에 이른 영류왕은 자신의 재위 기간 동안 당나라와 전쟁을 막으려고 노력했지만, 연개소문의해 죽음.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	혼미한 유토피아들! 정신차리거라.차라리 경제적으로 지원하지말고 굶겨!! 코너몰아 북한 통일시켜라!남,북 국민 생각한다면 그것이 더빨라 보인다.대북지원 지원 지원... 영원히 통일불가! 아직도 꿈~~!!김대중,노무현.문재인 모두 대북퍼주기 정책만~~한두번 실패하고 행동 봤으면 깨달을만도하지~너희좌파 행동은 국민은 죽어나라 일하고,그것을 이용해 자기자녀 외국생활~호의호식!그것때문에 북을 받드는거잖나!!	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	남여 간에 안 맞어 한쪽에서 헤어지자고 그러는대. 계속 부정하고 치근덕 거리면 이건 스토커 아닌가..	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	닭쫓던 개?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	문죄인 이럴려고 대통령했냐? 달근혜는 학생을 침몰시켯지만 ,, 문죄인넌 국민을 침몰시켯다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	이 정부는 징징거리면 다 해주는지....왜 우리는 저네들에게 항상 피해자가 되어야하나우리가 고생해서 이룬 이 삶을 왜 제네들에게 나눠저야하나...저네들은 우리에게 미사일과 대포로나눠주는데 우리는 왜 저네들에게 평화를 구글해야만하나... 우리가 힘이 없어서인가..글그 이 정부 제발 너네편만 챙기지 마라일반국민의 힘들어하는걸 제발 쫌 느끼고 살아라	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	진짜 한국은 주변에 잘하주는 나라가 하나도 없다 일본이나 북한이나 중국이나 다 우리를 괴롭히고 뮈하냐	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	사랑도 한쪽만 열렬히 사랑한다고 해서 이뤄지는 게 아니잖아. 짝사랑이라는 단어가 왜 생겼겠어?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	김정은과의 약속을 믿는 것이 삶은 소대가리라는 뜻	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	호구짓 좀 그만하자 안지킨다는데 왜 자꾸 약속 약속 거리냐	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	문가는 죽어도 주둥이만  동동 뜰거야	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	정은이 없다.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	옥류관 주방장  까지 욕하고 나섰는데 무슨 소리하는지..차라리 개떡 같은 소리 집어치우라고 해라..	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	미사일로 화답할듯  암튼  김정은이 상대를 잘못 만난것은  확실해  대박	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	이새기는 북한에 왜 계속 집착하는거임?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	선거조작이나 조사해라	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	절마저건 할줄아는거라곤 구라와 혼밥먹방, 졸기 나몰라라 그리고 개뻔뻔	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	혼자서만 단 꿈꾸는 중?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	웬 때아닌 국회?  니혼자 주접 떤거지 615?그게 무언지 아는 국민이 있나?  정신 나간 인간아!!!!	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	대한민국 국민이나 신경쓰시라구요. 서민들은 죽어가는데 북한만 신경쓰느라 나몰라라하네. 이 정권 대체 언제 끝나니!!!???	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	문재앙이 정신상태가 저모양이니 김정은도 아니고 일개 식당 주방장따위에게도 욕 얻어처먹지~~ ㅋㅋㅋ 작금의 사태는 모두 문재앙의 자업자득 사필귀정이닷!!!	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	그런 약속을 북한이 몇번이나 했는지 세어봤나?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	경제는 뒷전 오로지 북북북~~~~ 그렇게 좋으면 가던가 언제까지 북 타령이야 이양반은!	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	혼자 만의 세계에 빠져 있는 문재앙 대통령.어찌 한 나라의 수장이란 사람이 국민 보호를 위해 최악의 상황을 준비해야 함에도, 자기 만의 세게에 빠져서 국민을 호도하는 지.....초등 학교 애들의 생각도 문재앙 보다는 좋겠다.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	돼지넘과 소대가리의 약속을 누가 믿나? 개돼지들과 전라도민들은 믿을라나?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	대통령 뭐하러 하신겁니까?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	국민불안하게 하지말고 오늘 저녁이라도 달라 한비행기 싣고 정은이 한테 가서 사죄하고 오시오. 국민 편안하게,,,	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	평화통일은 이북출신 당신네끼리 이북가서 이루시라.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	일본한테 버럭하는것처럼 해보지? 왜 북한에는 찍소리도 못하냐? 우리의 진짜 주적이 누구냐 대답해봐라!	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	대한민국 남한도 제대로 못챙기는 인간이 무슨 북한까지 거론하고 있나!!!!하여튼 북한이랑 관련짓는 인간들은 다 거르고 봐야한다!	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	역시 재앙씨는 현실감각이 전혀 없는 이상주의자네..남북관계의 현실도 서민경제의 현실도 모르고 오로지 소득주도성장 허황된 남북협력~~ㅋㅋ 중딩을 대통령으로 뽑은 느낌이다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	냉면 주방장한테 욕이나 쳐먹고 다니고 ㅋㅋㅋ 국격 꼬라지 참....	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	지금 이북에 지원은 해야 겠는데.... 명분이 없으니 개수작 부리는거다 ㅎㅎㅎ	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	징그럽다..국민들 다 암걸려죽일려고하는구나	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	좀 있으면 탄핵 청구서 갈거니, 기다리고 있으랑께. 쩝쩝 할배.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	이제껏 뒷북만 맞아온게 어언 70년이다. 아직도 저들을 믿고 평화를 외치는것이냐?저들의 사상을 바꿔보겠디는 자체가 교만이다.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	당신같이 한심한대통령은 본적이 없소	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	이런넘을 전라도 애덜이 좋아한다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	저런 후진국 공산당이랑 무슨 사업을 추진한다고 어이가 없다 저런 빨갱이를 추종하는자 탄핵이 맞다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	다들 대통령 욕하는데 그럼에도 국회 투표는 왜 그런거지.. ?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	단독대통령기념관에 채워넣을 내용의 대부분이 저거였는데 뒤로 돌리자고하면 자기 체면이 말이아니게 되잖아ㅋㅋㅋ 악의적 의도가 아니라고 본다. 일일해 대응하지 않겠다하다가 자기딴에는 유일한 업적이 날라가게 생겼으니 이제서야 뒤로 돌릴 수 없다고 빽빽거리는거봐라	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	어휴~~ 븅&씬아!!!	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	이미 북한 김정은은  관계 완전히 단절하겟다고 이미 선언햇는데 아직도 몽상을 버리지 못하네 아고 답답하다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	대한민국 국민의 자존심을 뭉개버린...쪼다.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	외사랑	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	평화는 말과 약속으로 지켜지는것이 아니고 전쟁을 원치 않는 집단이 강한 힘을 갖고 있을때 보장되는것이다 문가가 평화에대해서 대단히 착각하고 있다는것을 알아야하는데~	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	저 근자감은 뭐지! 이 정도라면 측근이나 비서진은 업무태만 아닌가요? 상황 파악이 안되나요?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	지 애비 정체 드러날까봐 안달인데 니 패거리 말고는 다 알고 있으니 깨겡 거리지 말아라	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	김정은 너희 자력으로 살아라,? ㅡ남한은 우리 국민들이 자력으로 6,25 전쟁 끝내고 70년 동안 고도 경제 성장 했다,ㅡ 지금  문재인이 무슨 빚,채무 받으것 있나?ㅡ 우리가 너네들에게 의지도 안하고 살아 왔다,ㅡ너네들을 왜?  우리가 도와 주어야 하나?ㅡ우리가 봉인가. 문재인도 봉인가?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	애쓰신거 다 압니다. 하지만 노력만큼 결과가 좋질 않네요.하지만 퍼 주는 건 더 아니라고 봅니다.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	국내 여론도 통일하지않고 무슨 질주인가?되지도 않는 속도전 포기하고 견고하게 다음단계의 초석과 역할에 집중해야한다. 세상이 자기맘대로 돌아갈 줄  착각하는데  그건 남쪽사정이고.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	이쯤 되면 이미 넋두리다.. 언제까지 이거 들어야하는데???? 쿨하게 손절하자니까?? 한민족은 개뿔 언제부터 한민족이 자기 민족에게 총질했나?? 흡수통일 되던지 그냥 뒈지던지 둘중에 하나 선택하라고 해라	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	이 개아들넘은 정은이가 안될거 알면서도 또 쇼질하고 있네 ㅋㅋㅋ	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	북한한테 조아리고 사는게 이나라 대통령이냐?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	뭐하냐	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	평화는 상대가 못 까불도록 압도적인 전력을 갖고 있는 상태를 말함. 전쟁 하지 말자고 말하는 것은 그 다음 문제.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	평화,평화..하면서..대한민국 국민의 자유와 인권은 제한하겠단 거죠?..이제 8천만이 조선에서 국가가 시키는대로 노예처럼 살면 되나요?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	지방 분양아파트가격이나 좀 봐라 느끼는거 없냐?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	벅수 문재인아  그걸 믿냐  정신챙기세요...	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	여정이에게 욕 바가지 쳐먹고 꼬리 내리지 말고~미국이고 유엔제재와 관계없이 화끈하게 도와주고 놈현이 처럼 떨어져라! 문재앙아!어차피 넌 식물인간이다.유엔에서 너의 목아지를 원할거다.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	돌릴수있어.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	'김정은위원장의 결단과 노력을 잘안다'라고??... 그 도야지가 뭔가 한일이 있었나?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	문재인씨 난 개인적으로 평화 약속 한적 없다...평화라는 것은 남북 모두가 무기체계에서 벗어나 아무것도조건 없이 이루어지는 것이 평화통일이다...하지만 현재 북한은 여전히 핵무기를 생산하고 있는데,대한민국 일부 문정권 지지자들만 북한이 핵을 생산 하고 있음에도 평화통일은 해야고 한다는 생각이더욱 더 남북 문제가 제대로 풀리지 않는 것이다..남북 문제에서 제일 걸림돌이 되는 것은 북한의 핵무기 생산이다...북한이 핵무기를 생산을 멈추지 않고 있는 핵무기도 폐기 하지 않으면 국제 사회는 절대남북통일을 인정 하지 않을 것이다.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	무조건 빨아대면 평화가 온다냐?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	문씨 얼굴 뜨거워서 그런소리 할수 있냐~~~나같으면 쪽팔려서 말 못하겠다.~~~	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	굴욕적 평화를 왜 해야해? 문재인이 뭐 욕먹을짓했나? 박근혜엔 그리 모진 사람들. 세계우뚝 부국강병 안보튼튼 나라만든 이승만 박정희엔 서릿발 분노. 개발독재?ㅎㅎ 독재가 문제아닌 부패가 문제.김여정의 저런 언행은 미국입장으론 절대 나쁘지않지 암만~	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	북한은 50녕동안 우리의 주적이었다 지금와서 달라질게 있겠는가	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	오늘도 쩝쩝.....	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	415 부정선거로 문재인 곧 탄핵당한다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	적이 공격하겠다는데 평화협상?  그게 씨알이나 먹히는 소리입니까   김여정이 그 어린거한테 개무시당하고 나라 꼴이 이게멉니까	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	대한민국이 대한민국이 아닐세 !!  참으로 드러운 팔자 ~쓰레기 에게	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	아주 구걸을 하세요..	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	존경하옵는 문재인대통령 각하. 국가와 민족을 위해 저 사악한 공산무리의 심중을 읽고정확한 판단을 하시기 바랍니다. 문정인 같은 작자와는 거리를 두시고 객관적이고 미래지향 적인민족의 밝은 미래를 위해 김씨일가를 멸해주세요.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	제 3자가 봐도 북한에 하는거, 할 수 있는거 아무것도 없는걸 알고 그저 정치적으로 이용해먹는 용도로 북한을 이용하는게 눈에 보이는데 북한에서는 모를거같나 티안나게 하든가	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	짝사랑 대단하다 ,  결국엔 짝사랑일뿐	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	문빠 xx	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	문재앙 위안부 합의 한일 청구권 협정도 지켜야지 남북합의만 약속이고 일본하고한 약속은 약속아니냐??	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	달러주기 위한 정지작업	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	잘한다고  팍팍 밀어줬어요.당해도 쌉니다.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	김여정이 저러고 나오는 거, 이거 밀어붙이려고 짜고 쇼한거구만	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	대한민국내에 고정간첩을 보호하려 국민의 시선을 돌리려는  북한의 술책이 아닌가요?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	이 분이 그 유명한 북한이 말하는 문똥댕댕	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	또 국민  팔이를...	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	정세현 전 장관과 문정인특보의 말대로 우리문제는 우리스스로 결정할 수 있기를 바랍니다.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	평화 약속 그거 가짜~문재인도  가짜인거  알면서 자기명분을 위해 목매는거 다 보임	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	더운데 열내지 말고 냉면이나 먹읍시다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	내가 봤을때는 분명히 뒤로 뭔가를 약속했을 듯 하다..아니면 김정은이나 김여정이가 저리 난리칠 이유가 없지.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	우도 좌도 아닌 사람이지만... 북한한테 왜 저렇게 까지 하는지는 모르겠다... 할만큼은 했다고 보는데... 너무 바짓가랑이 잡는 것 같은 제스쳐는... 좋아보이진 않는다는....	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	그 약속은 누가 원했다고??  국민은 원한적 없었다   국민을 챙기는 대통령을 원했을뿐 .. 국민을 능멸하고 국민을 무시하고 타국을 챵기고 본인의 업적만 남기려는 무능하고 공산주주의적 대통령은 바란적이 없다  그만하고 하야하라... 질린다 진짜	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	지겹다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	그래서 돈주겠다고?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	폭로하면 죽어  하라는데로해	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	평화통일이면 정은이 남매한테 나라라도 갖다 바치겠다는 소린가? 이 마당에 원칙론만 들먹거리네. 저쪽에서 합의를 깨는데 어떻게 하겠단 애긴인가? 답답한 사람이네... 아니면 큰 약점을 잡혀서 어쩔 수가 없다든가?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	약속을 지킬놈 한테 지키라 해라 쳐먹은 쌀차관이나 갚으라 해라	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	대결시대로 저만큼 멀리 갔는데 뭔소리...	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	에휴~ 대한인민공화국	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	왜 이렇게 웃기냐?ㅎㅎㅎ	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	당신혼자 평화생각이고 상호주의 상호존중 그리고 민족번영의 공동체가 이루어져야 공통분모가 있어야 완전한 평화와 통일을 이야기할수있다. 구걸외교 남북연락사무소에 2층에 북측대표 1층에서 커피신부름이나 하는 김홍걸이 아태재단으로 있는한 절대 기울어진 평화놀음으로 4천3백만의 자존심을 팔아넘겨선 않된다. 영류왕이 구걸 평화 전승탑을 스스로 해체하고 전쟁지도를 넘겨서 연개소문에 의하여 비참한 최후를 맞이하였다.  역사는 순환된다. 비굴한 평화놀음 끝내고 정신차려라..문재앙	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	북한은 이미 돌아섰는데?!도발시 그냥 가만히 맞고만 있을라구 그러나?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	핵포기 없이는 뭘 할수가 없지	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	그랴 ~~절대적으로 다음 대통령도 민주당이 되어야한다. 완벽하게 자유민주주의 가치는 무너지고 현재에 오천년 역사속 가장 민족개념 없고 꽁돈에 매수되어 영혼을 팔아버린 모지리 국민의 삶이 처절하게 무너져봐야 ~~그때서야 정신을 차리던 말던 알바 아니지만~~다 느그덜 몫이니 잘들 해봐라 ㅎㅎㅎ 엽전들 하는 짓거리가 그렇치 모. 떡을 주면 떵으로 보니 ㅠㅠㅠ	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	이웃집에 간쓸개 다주고 뺨까지 맞고 자식들 호주머니에 돈까지뺏어서  이웃집에 다주고 하시는말 "한민족이니 사이좋게 지내라" ...  우리는 이걸보고  무능한 아버지라 하지요  자식들이 뭔죄인지	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	이렇게당하고도또평화운운하는재인이머리에는뭐가들어있을까?그게정말궁금하네~~	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	평화약속은 개뿔!!! 항복선언이었지!!! 남은것은 북괴에게 퍼주는것만 남은것이고!!!	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	힘의 논리가 지배하는 국제사회에서 국가를 이끄는 리더에 상대와 약속과 협정을 맹신하는 인사는 철저하게 배제 해야 한다 역사를 보면 돈을 주거나 약속.협정에 기대를 하다가 결국 전체를 지배해야겠다는 상대의 침략을 받아 국가 멸망을 초래한 사례가 많다 국가의 리더는 무조건 힘과 현실주의를 추구해야 한다.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	뭔 개소리를 저리 정성을 들여서 하는건지?? 문재앙식 뜬구름 잡는소리 언제까지 계속 들어야 하는걸까.... 볼때마다 숨이 탁탁 막힌다... 이러다 진짜 암걸리겠어 -0-;;;;	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	국민은  부정선거를  외치고   북한 김여정은  군사행동을  말하고   문대통령은  쯔엉딘쥬 처럼  평화를  애기한다.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	필요하면 같은겨레찾네 ‥ 너한테 같은겨레는 너 지지하는 이들뿐이자나 ‥	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	ㅋㅋㅋ뇌내 망상 쩌네 진짜 저쪽은 하기싫은 평화를 왜 우리는 해야됨	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	완죤히돌으셨구만...	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	평화가 대가리 숙이고 개소리 한다고 오는건가요? 그리고 북이랑 화해하면 평화??? 일본 미국 중국등 대외에 적 천지로 만들고서는.... 에휴 어차피 개 소리 신경 끕니다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	엄는비핵화를 리용햇던 최고존엄의 젉규???	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	정은이는 헌신짝 버리듯 한 것을 뭔 금과옥조라도 되는 것 처럼 ㅉ ㅉ	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	선덜랜드보다 더한 팬심!! 폴링인 러브!! 재인이 형의 죽어도 노스랜드!!	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	얼굴 보니 많이 당황했구만.  코로나로 사람죽었다 할때도 별로 당황 안했는데.	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	북한 메세지를 못알아듣는건가???  이런사람이 우리나라 대통령이다~~~~~   앗싸~~~  만만세~~~ ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	어차피 북한은 대화나 평화나 남북합의 이런것 없어요애시당초 없음남북이 평화로 가면 해외정보와 남한의 정보가 북한 주민에 들어가면김정은은 정권을 유지할수가 없으므로  애시당초 북한은 남한과 교류란 없습니다문재인 대통령께서는 헛물 켜지 마시고 남북이 대결만 안가게 해도 됩니다만약 북이 대결을 원한다면 대결로 대응해주면 됩니다북한이 공격하면 더욱 강하게 박살내줘야 도발을 하지 않습니다	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	김여정이 앵무새가 아닌이상 더이상 볼일이 없을꺼 같은데 신중하게 생각해야댈듯	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	김정은에게  꽁꽁 묶인 포로 붉은 달....	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	나는 개정은이가 약속을 절대로 지킬 수 없다 (한반도 비핵화 평화) 라는 것을 이미 알고 있었다. 그런데 왜 그런 빨갱이를 믿나요?	
문대통령 "김정은과 8천만 겨레앞 평화약속 돌릴 수 없어"(종합)	과연 정상인지 비정상인지 나도 모르겠네 ....	
