뉴스 제목	댓글 내용	타입
이 와중에… 북한에 1만명 여행보내겠다는 단체	왜 이런 쓸데없는짓을 하는지 북한이 관광지가있냐 옛날처럼 통제하면서 관광객받겠지 호구만들지말고 이딴 남북관계는 안하는게좋다 그럼 수익을 5대5 로 하자 그럼 생각해볼께	
이 와중에… 북한에 1만명 여행보내겠다는 단체	민족, 평화, 한반도비핵화 이런거 주장해온 사람들 한꺼번에 가서 지금껏 자기들이 주장해온 민족과 한반도평화를 위해 비핵화하자고하면 되겠네요.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	저것들 풍선에 매달아서 북한으로 보내고 싶다. 니들이나 가라 북한.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	좌파독재의 신천지=거짓.위선.위조.날조.선동...감성팔이 쑈로는 통일이 안된다. 강성대국으로 가야.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	2023년 대북제재로 북한의 외화보유고가 바닥난다고 하는데 2022년 되면 북한의 큰변화가 예상됨.현상태에서 미국은 대북제재의 수위를 절대 낮출거 같지 않은데 북한을 돕자고 1만명 여행을 보내겠다?	
이 와중에… 북한에 1만명 여행보내겠다는 단체	진보 성향 인사들 이라고 표현하지마라. 진보가 아니고 종북, 친북 좌파놈들이지.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	간첩이 이렇게 많을 줄이야...	
이 와중에… 북한에 1만명 여행보내겠다는 단체	잘됐네 지들이 북괴가 좋아서 간다는데 ..... 막지 말아라 북괴가서 고생도 해봐야 한국이 좋은줄 알지 다시 온다면 못 오게 하라 이참에 북괴 빠는 색기들 다 대리고 가라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	우리나라에 우리국민이 가는데 뭐가 문제? 아, 통일이 무서운 조중동왜구는 우리나라 국민이 아니지 참 ㅎ.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	여행이 아니라 영원한 정착을 추천	
이 와중에… 북한에 1만명 여행보내겠다는 단체	재난지원금 기부자 0.2%라며..   이 기회에 자발적 북 이주자들을 모집하지 그래. 몇명이나 모일까? 코로나없는 지상낙원 일단 2만명 가서 안 돌아오면 조금은 깨끗해 지겠다.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	대한민국 진보=중국 공산당, 북한 공산당 간첩.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	빨갱이들이 득실거리는 나라,, 이제 이나라 따나련다...	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가서 코로나 맘껏 퍼뜨려라. ㅎㅎㅎ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	북한가서 살아라 여행은무슨	
이 와중에… 북한에 1만명 여행보내겠다는 단체	헉...남한 간첩들이 움직이는군..김정은 돈 떨어져서 빨리 돈보내자는 말..그 사이에 쌀짝 끼어 남한 암약 간첩들 교대도 하고..	
이 와중에… 북한에 1만명 여행보내겠다는 단체	빨갱이들 1만명가서 오지마라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	북한에 가서 사는건 싫지만, 북한 김정은과 거짓 평화쇼하고 북한 세습 독재정권과 체제 찬양하고돈 퍼주러 가는건 좋다고? 저것들이 간첩이 아니고 뭐란 말인가	
이 와중에… 북한에 1만명 여행보내겠다는 단체	문재앙은 청와대에사 OUT!!  민주노총 타파!!  남녀갈등 조장하는  여성가족부 폐지 와  여성 인권을 뚝뚝 떨어지게 만드는  여성단체는 박멸해라!!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	문씨들은 왜 다 이모양이냐? 원래 종자가 간첩이냐?	
이 와중에… 북한에 1만명 여행보내겠다는 단체	빌빌꼬는 제목과 기사들은 클릭해보면 전부 조선일보네.. 참..	
이 와중에… 북한에 1만명 여행보내겠다는 단체	북한가겠다는 문씨 포함 전부 아오지로 영원한 봉사활동 보내길~	
이 와중에… 북한에 1만명 여행보내겠다는 단체	이걸 저걸 떠나서 코로나 때문에 북한이 받겠냐 ? 거긴 한 번 터지면 약도 없자나  눈치가 없어도 어떻게 이렇게 없을 수가 ㄷㄷㄷ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	제발  보내줘라   그리고  못  돌아오게해라  추진하는  단체까지  보내라  그리고  미군이  하늘과 바다  땅  지키고   돈한푼이라도  보낸  놈들  유엔결의안 으로  처벌하라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	어처구니 없는 위인들 그들의 사상이 의심스럼다. 이시국에 북한 여행을 가자고? 정가고 싶으면 문씨,김씨. 진보성향 단체나 아예 북으로가서 사시는것이 어떻습니까? 이남에서 떠들지말고! 북한에서 남한으로 여행보내자고 북한인민이 그런 이야기했다면 그들은 3족을 멸했을거요.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	세상은 넓고 도라이는 많다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	1당 독재체제에 귀머거리 대통령에 1만명 간첩커밍아웃~미국보다 더한 혼란상태인데 국민들은 기본소득이라는 공돈에 침흘리느라 정신없음	
이 와중에… 북한에 1만명 여행보내겠다는 단체	그냥 보내줘라. 가서 DG게	
이 와중에… 북한에 1만명 여행보내겠다는 단체	여행은 개뿔! 빨갱 이들 김일성성지순례가는거지	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가서오지마	
이 와중에… 북한에 1만명 여행보내겠다는 단체	주사파 문가 패거리들 만 명 골라뽑아 북돼지새끼에게로 보내면 나라가 좀 덜 미쳐돌아 갈 것 같다.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	토착 빨갱이들,,, 성지순례 하려고,,	
이 와중에… 북한에 1만명 여행보내겠다는 단체	비상식의 시대가 된건가? 왜 나의 상식으로는 이해가 안될까?	
이 와중에… 북한에 1만명 여행보내겠다는 단체	진짜 빨갱이가 있긴 있구나 ㅋㅋㅋ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	미국 갈 일 절대 없으면 북한가라. ㅋㅋㅋ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	ㅈㄹ도 여러가지로 한다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	국민을 평화의 도구로 이용함? ㅋㅋㅋ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	미친거 아닙니까? 허가낸다면 정부 또한 미친 짓거리에 동참하는거라 봐도 되는지요?	
이 와중에… 북한에 1만명 여행보내겠다는 단체	인질로 넘겨주고 담에 남한땅도 받쳐라 18	
이 와중에… 북한에 1만명 여행보내겠다는 단체	그냥  북한으로가서  살아라  그건  못하면서	
이 와중에… 북한에 1만명 여행보내겠다는 단체	미치지않고서야 어이상실	
이 와중에… 북한에 1만명 여행보내겠다는 단체	미국에 끌려가면 전쟁이다. 기레기야. 미국과. 일본이 가장원하는게. 한반도 전쟁이야. 일본 재건을위해. 우리가. 희생하랴!??? 친일파 자한당 좋겠네~~ 전쟁나라고 부채질해서	
이 와중에… 북한에 1만명 여행보내겠다는 단체	그냥 북한가서 사세요~ 그리 좋으면. ㅜㅜㅜㅜㅜ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	잘들 다녀와 안와도 좋쿠~~^^	
이 와중에… 북한에 1만명 여행보내겠다는 단체	부칸가서제발오지마라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	ㅋㅋㅋ 지긋지긋하다 저 평화 어쩌고 이 정부는 네이밍에 목숨 걸어...개돼지한테 잘 먹히니 저런 생각밖에 안하는듯	
이 와중에… 북한에 1만명 여행보내겠다는 단체	여기가 대한민국이냐 북한이냐..	
이 와중에… 북한에 1만명 여행보내겠다는 단체	여행가서 총맞아 죽은 박왕자씨 보고 통과의례라며 북한에 찍소리도 못하는 것들이 놀고 자빠졌다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	김왕자씨처럼 여행갔다가 총맞아 죽으면 쟤네들이 책임지나? 붉으스므리하게 물든 종자들만 여행가야될듯싶다.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	재인이가 이 나라 국민들을 개 돼지 취급하고 있구나	
이 와중에… 북한에 1만명 여행보내겠다는 단체	문재앙 가족 ㄱ ㄱ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	북한이 정치 군사적 이유보다는 코로나를 더 무서워해서 성사되기 힘들듯.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	바짓가랑이 잡고 매달리는구만.  대북평화쇼 없으면 할게 암것도없지?	
이 와중에… 북한에 1만명 여행보내겠다는 단체	정신 나간인간들 이네~	
이 와중에… 북한에 1만명 여행보내겠다는 단체	그대들이나 그 좋다는 그곳가서 다신 오지마시오.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	북한에서 돈 떨어졌다고 지령이 내려왔나보군. 100%다 이건.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	지속적으로 긴장완화와 남북 대화 노력을 계속하는게 필요하다고 보여지네요...	
이 와중에… 북한에 1만명 여행보내겠다는 단체	북에서 받아주면 가고 오지는 말아라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	정은이가 좋아할까? 코로나 전파하려고? 이건 아니지~~~ 아무리 정치적 활동이라지만 상대방이 좋아하는걸 해야재~~~~ 개떼로 갔다가 수만의 북한주민 코로나 감염시킬래? 제정신? 아무리 정은이가 돈이 궁하다고 코로나 무시하지는 않을것! 누가 시킨건가?	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가서 다들죽어도 할말없겟지...	
이 와중에… 북한에 1만명 여행보내겠다는 단체	조물주가 인간들 참 다양하게 만들어 놨네	
이 와중에… 북한에 1만명 여행보내겠다는 단체	진짜 정신이 있는거냐? 없는거냐? 지금 시국이 완전 냉각기로 진입하고 있는데 지금 이시국에 북한여행이라니~	
이 와중에… 북한에 1만명 여행보내겠다는 단체	타이밍 기가막히네 여행이 아니고 이참에 그냥 북한으로 이민을 가시는걸 추천합니다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	응 가서 영원히 돌아오지마~~~~ 멀리 안나가~~~~	
이 와중에… 북한에 1만명 여행보내겠다는 단체	북한 가라~ 그리고 제발 돌아오지 마라~	
이 와중에… 북한에 1만명 여행보내겠다는 단체	설마 이 와중에 교육받고 오는건  아니겠지?	
이 와중에… 북한에 1만명 여행보내겠다는 단체	아주 정신들 나가셨군 솔선수범해서 본인들먼저 다녀오시지요~  아니면 아주 오지말던가~	
이 와중에… 북한에 1만명 여행보내겠다는 단체	간첩단이네	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가서 거기서 살서	
이 와중에… 북한에 1만명 여행보내겠다는 단체	명단 뽑아서 북한으로 추방하면 더 좋을 듯 합니다. 북한 좋으면 북한가서 사세요 ㅋㅋㅋㅋ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	그렇게 두드리고십으면 성근이는 북에서 배우하고 나머지는 월북해서 북에서 두드리면돼겟네 아~가실때는 꼭 가족과함께	
이 와중에… 북한에 1만명 여행보내겠다는 단체	북한가서 억류되면 책임질건가 거기는 국가도 아닌데	
이 와중에… 북한에 1만명 여행보내겠다는 단체	조선일보 폐간시켜주십쇼	
이 와중에… 북한에 1만명 여행보내겠다는 단체	좋아요~~~	
이 와중에… 북한에 1만명 여행보내겠다는 단체	문성근.내가 너 안다.촬영장에서 개싸가지.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	일방통행으로  가셔서  끝없이  앞만보고  갔으면  후진없고  유턴없이  그냥  거기서  살고  뒤졌으면  한다..므한다고  다시  올라고  가는게  목적인데  안내려와도  된다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	빨갱이가 없다구? 평화타령하면서 북괴에 조공 못바쳐서 안달인것들이 빨갱이지.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	one way ticket for Moon`s family	
이 와중에… 북한에 1만명 여행보내겠다는 단체	국내에 암약하고 있는 토착빨갱이들 총동원해서 성지순례하고  오겠다는거겠지 딸라도 무진장 같다 바치고 올겸	
이 와중에… 북한에 1만명 여행보내겠다는 단체	니들가서 냉면이나 쳐먹고 돌아오지 마라.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	언제까지 이런 꼴 보며 살아야 하나?	
이 와중에… 북한에 1만명 여행보내겠다는 단체	일단  니네부터  한달같다와라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	북한이 그렿게조으면 거기가서들 사세요!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	저런 식으로 하다가 북한으로 몇 만명 이주하겠다는 말 나오겠네요.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	다시 안돌아와도 좋으니까 거기가서 사세요.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	전라도것들이겠지 말해 뭐해?	
이 와중에… 북한에 1만명 여행보내겠다는 단체	문통이 급하긴 급한 모양이네..이것저것 전방위로 추진하네..	
이 와중에… 북한에 1만명 여행보내겠다는 단체	여행간다 김정은모독죄로 잡힌다 협상한다 1인당1억씩 달라한다 문재인이 주라고한다 시나리오	
이 와중에… 북한에 1만명 여행보내겠다는 단체	북한 방문자는 가족들 포함해서 미국 입국금지된다. 미국 시민권자로 자녀들을 만든 민주당 국회의원들은 미국 입국 못하고 자녀들도 쫒겨날 것이다.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	여행은 찬성이다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	여행 가는게 뭐가 잘못된거냐?? 일본도 가는 마당에 한민족끼리 여행도 못다니냐??? 이래서 토착 왜구들은 싹 잡아 조져야된다!!! 대선때 또 압도적으로 국민의 심판을 보여주마!!!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	왜 ?안되나요 통일을 원치 않고, 전쟁은 더 싫어 왜구들은 좋아하지만	
이 와중에… 북한에 1만명 여행보내겠다는 단체	진보라면 빨갱이 아니냐. 참여인사들 공산당 빨갱이들아 북한에서 사세요.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가다간 잘못하면 코로나 감염당해놓고 감염시켰다고 텀태기 쓰고 손해배상 오지게 당할수 있으니 자제하시죠.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가는김에 아주아주 가세요. 빨갱이 일만명. 훠훠훠..	
이 와중에… 북한에 1만명 여행보내겠다는 단체	나 솔직히 미통당보다 북한이 더좋다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	미친거 아니야? 그런돈  남아돌면 재난기금으로 나라에 헌납해라.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	민주주의도 과유불급이다ㆍ플라톤도 말했지 "민주주의는 차선"이라고	
이 와중에… 북한에 1만명 여행보내겠다는 단체	자존심도없구 생각도없는철없는종자들 참이상한집단이야	
이 와중에… 북한에 1만명 여행보내겠다는 단체	한민족인 남북갈등 불안정세에 토착왜구들은 신났네.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	그럴 돈 있으면 위안부 할머니와 불우이웃 돕기해라 북한 대변인들 또 납셨네 이것들은 제정신 박힌 놈들이 한놈도 없냐 ㅋㅋㅋㅋ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	문재앙은 오로지 북한 중국 뿐이다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	북괴에 우한폐렴 퍼트리자? 북괴 좋아하겠노	
이 와중에… 북한에 1만명 여행보내겠다는 단체	그냥 가서 살아라~~짐싸서가~~	
이 와중에… 북한에 1만명 여행보내겠다는 단체	그래 다 가라, 가서 볼모 잡혀서 북한에서 좀 살다와라. 아니면 뻘짓하다 걸려서 노동교화형 15년정도 받아 복역하고 오던지...오매불망 그리던 북조선 아니냐?	
이 와중에… 북한에 1만명 여행보내겠다는 단체	,잘못 갔다가 잡혀서 오다가다못하면 문제거리 되니~자중하시오	
이 와중에… 북한에 1만명 여행보내겠다는 단체	북한 나오니까 조선은 날라 댕기네~~북한없으면 쓸 기사가 없는거 같애~~~~	
이 와중에… 북한에 1만명 여행보내겠다는 단체	그냥 편도로 가서 영영 안돌아오는 여행을 기획하지 그러냐??	
이 와중에… 북한에 1만명 여행보내겠다는 단체	남북 물꼬트고왕래하는걸 토착왜구  미래떵합땅족속들만  싫어하고 반대한다.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	문**은 대대로 좌빨 아닌가요? 알려주세요	
이 와중에… 북한에 1만명 여행보내겠다는 단체	조선일보 폐간시켜주세요	
이 와중에… 북한에 1만명 여행보내겠다는 단체	거꾸로 가는구나...	
이 와중에… 북한에 1만명 여행보내겠다는 단체	인민배우 문씨 대단하다...	
이 와중에… 북한에 1만명 여행보내겠다는 단체	미래통합당로고가  이만희 네~~~경악!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가서 몇명 총에 맞아 북녘 땅에 뭍히는 영광을 누리길 기원합니다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	여행가서 코로나 선물하고 오면되것네	
이 와중에… 북한에 1만명 여행보내겠다는 단체	아바이정은이수령님만세외치고싶어.미치겠나봐.가서아주오지들.말어라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	대진연을 필두로 종북성향애들 모아서 북한에 내려놓고 와라..	
이 와중에… 북한에 1만명 여행보내겠다는 단체	정신나간 인간들!!!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	전라도 많이 가겠네 ㅎ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	인민들의 행복한 인생을 말살하는 독재자를향한 눈물겨운 충성심...	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가라, 배 타고 가다가 배 뒤집히고, 비행기 타고 가다가 떨어지고, 뒤져도 보훈처에 기웃거릴 생각일랑 아예 하지 말아라!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	미쳐돌아가는구나 북에서 아예 오지마라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	참 한심한 인간들이네!!가서 김정은하고 놀고 오지마라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	거기가서 살아라  빨갱이들	
이 와중에… 북한에 1만명 여행보내겠다는 단체	언능 가거라 그리고 오지 말거라 제발	
이 와중에… 북한에 1만명 여행보내겠다는 단체	매국노언론 조까선 일제때는 매국질 독재시절에 선동질 지금은 어거지 이런 썩어빠진 언론은 폐간시켜야 한다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	오류:509	
이 와중에… 북한에 1만명 여행보내겠다는 단체	만약 북한에서 잡아두면 뭐 정부에서 어떡하라는거지..?	
이 와중에… 북한에 1만명 여행보내겠다는 단체	박근혜 대통령 탄핵의 큰그림 간첩들이 국가를 점거함	
이 와중에… 북한에 1만명 여행보내겠다는 단체	종북 빨갱이들! 빨리빨리 보내라. 가서 다시는 오지마라.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	고정간첩양성기관이  많은 고정간첩 양성 하는구만ㅡㅡㅡㅡ50만 빨치산 깨구리  고정간첩 도 모자라서ㆍ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	제2의 박왕자 누가 될까??? 저자들은 희생의 제물을 누군가 삼아야 체제유지가 가능한 자들인가 봄???	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가서 그냥 내려오지마. 그냥 거기서 살아라. 거기서 계속 살면서 한반도 평화를 위해 힘써. 대신 남쪽으로는 절대 내려오지마.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가자 마자  압류당하고  밧따  졸라게 맞고 냉면 한그릇 처먹고 고맙습네다 하고 짜다가 돌아오고 싶다고 찡찡  자겠지	
이 와중에… 북한에 1만명 여행보내겠다는 단체	정신나간놈들..인질로 잡혀서 처형당할 즈음에 정신차릴까?	
이 와중에… 북한에 1만명 여행보내겠다는 단체	탈남시켜 정은이 기쁨조로	
이 와중에… 북한에 1만명 여행보내겠다는 단체	포로/볼모로 1만명 잡혀서 귀국도 못하고 해야 정신차릴텐가???;;;	
이 와중에… 북한에 1만명 여행보내겠다는 단체	갔다가 오지 마라.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	니네 빨갱이들이나 여행가. 여행갈 곳이 천지인데 안전이 보장도 안된 곳에 미쳤다고 거길 가냐. 니네 빨갱이 공산당샊이들이나 가	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가서 다시는 오지마세요	
이 와중에… 북한에 1만명 여행보내겠다는 단체	북한가서 코로나 걸려 되지길	
이 와중에… 북한에 1만명 여행보내겠다는 단체	돈줄 궁리하네.  실수인척해서 붙잡히고  석방위해  거액 건네주고...	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가라~~가서 다시는 돌아오지마라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	에휴......  한심한 인간아.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	자유가 넘쳐서 죄빨이들이 정계진출까지하고 청화대까지 점령당하고 목불인견 꼬라지를 언제까지 봐야하냐 오호라 통재라 별꼴을 다보고산다 바른국민들 안보사상 튼실하게 키웁시다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	앞으로 미래떵합당 토착왜구들만 개성, 금강산, 백두산 구경을  못하게 될 듯.......	
이 와중에… 북한에 1만명 여행보내겠다는 단체	니네 가고싶은 종자들이나 가라~가서 다시는 대한민국엔 얼씬거리지도  마라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가고싶은것들 다올려보내고 우리끼리 조용히  편하게살자.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	생각없이 선동당해서 투표한 국민들 덕분에, 정권부터 국회까지 북한 추종자들이 이미 차지해버려서 극좌파 단체들 다 기어나오네ㅋㅋ 나라 미쳤다.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	그냥 고정간첩이라 커밍아웃하고 공개적으로 대남적화통일운동 하던지..	
이 와중에… 북한에 1만명 여행보내겠다는 단체	한반도 서열......옥류관 주방장.....대깨문.....문씨.......이쯤대면 삶은 소대가리	
이 와중에… 북한에 1만명 여행보내겠다는 단체	제 정신인가 그냥 저 놈들 영영 못 돌아오게 북으로 추방시키면 안 될까	
이 와중에… 북한에 1만명 여행보내겠다는 단체	개조선은 북을 빼면 글짓기할게 없지?	
이 와중에… 북한에 1만명 여행보내겠다는 단체	다 좋은데. 너무 비싼거 아냐? 이건 그냥 퍼주긴데.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	좌빨은 이념이 아닌 정신 질환으로그 증상은 아래와 같다:1.요점에서 말돌리기2.말장난하기3.주변 팔아먹기4.남탓하기5.불리하면 아닥하기6.안먹히면 1번부터 반복 재생	
이 와중에… 북한에 1만명 여행보내겠다는 단체	간첩새끼들 간간히 북한집에는 가야겠는데... 코로나 때문에 힘든가 보다.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가라 그 빨간 만명은 없는게 더 좋을듯 하다 ^^	
이 와중에… 북한에 1만명 여행보내겠다는 단체	걍 북한에서 살아라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	산책하다가 총맞아 사망한 대한민국 국민을  기억하시라~그래도 북한편에서 두둔하면 통으로 북한에 이주시켜야 할 것이다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	또 누구 하나 총맞아 죽어야 할 듯?	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가서 지뢰밟아서  다  가짜 천당으로 가거라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	태구민 황교안 홍준표 김진태 같은 정치인들을 북한으로 보내는것을 적극 추천합니다!😃👍👍	
이 와중에… 북한에 1만명 여행보내겠다는 단체	인질 상납하러가냐?	
이 와중에… 북한에 1만명 여행보내겠다는 단체	갔다 오지마라!!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가서 오지마라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가고싶다면 보내라.그리고 거기서 모두 뒤져서 아무도 오지를 말어라.그토록 정은이에게 공물을 바치고 싶으면 어린 여자들도 같이 데리고 가서 바쳐라.이 완용만큼 더러운 놈들아.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	편도로 가자	
이 와중에… 북한에 1만명 여행보내겠다는 단체	찌라시 조선일보 기레기의 한께는 어디까지인가 ? 본 내용에는 올해 1월부터 추진했다고 써 넣고 제목은 저렇게 ? 등신인가 ?	
이 와중에… 북한에 1만명 여행보내겠다는 단체	소대가리  소대가리  삶은소대가리국 인민은  참 좋겠다.  삶은 소대가리 천국  삶은 소대가리  천국  만만쉐ㅣ이	
이 와중에… 북한에 1만명 여행보내겠다는 단체	우리국민? 간첩들 가족 만나러 가는거 아니고?	
이 와중에… 북한에 1만명 여행보내겠다는 단체	그냥 보내라..철책도 그냥 허물고 자유롭게	
이 와중에… 북한에 1만명 여행보내겠다는 단체	보내지말고 제발 니네가 좀 가라 가서 오지마	
이 와중에… 북한에 1만명 여행보내겠다는 단체	종북이들 죄다 가서 돌아오지 마라!!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가라 그래라ㅋㅋㅋㅋㅋ 샘물교회 보고도 정신 못 차리는 새끼들	
이 와중에… 북한에 1만명 여행보내겠다는 단체	10000명 이민간다고?빨리빨리 보내라.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	국민투표로 형벌로 추방제를 채택하자	
이 와중에… 북한에 1만명 여행보내겠다는 단체	제정신이 아니다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	오류:509	
이 와중에… 북한에 1만명 여행보내겠다는 단체	하루속히 떠나고 다시는 돌아오지 말어라...	
이 와중에… 북한에 1만명 여행보내겠다는 단체	이런거 보면 남쪽에 고정간첩이 얼마나 많은지를 실감하게된다. 시민단체,정치인,교수,종교인등으로 의장활동하며 부지런히 선동을 하고 있지	
이 와중에… 북한에 1만명 여행보내겠다는 단체	대깨문 보내고 인질되면 북한이 알아서 해라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	갔다가 영원이 오지 마시오북한 좋아하는 사람 전부 가시오	
이 와중에… 북한에 1만명 여행보내겠다는 단체	민주당의원들과 좌파 지지자들 그리고 영광의 대깨문들부터 단체관광 의무적으로 가게하라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	대가리에 뇌라는게 들어있는건지 진심 개궁금하네	
이 와중에… 북한에 1만명 여행보내겠다는 단체	토착화된 빨겡이들이지, 정은이형이 얼마나 보고 싶으면 저렇게라도 가고 싶을까? 자식들 데리고 가서 살아라. 절대 오지말고	
이 와중에… 북한에 1만명 여행보내겠다는 단체	아비부터 북한가서 난리더니 여전하네. 제발 이번에 가서 돌아오지 마라.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	이민을 가셔도 좋습니다. 국민연금 환급받아달러를 들고 가시면 대대손손 잘 살갓 같습니다. 화이팅 입니다.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	그냥 탈남민으로 가라 돌아오지말고~ 조금 이용당하다 골로 가리라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	참 좋은 생각~~~좌파들 1만명  보내서,  다시는 되돌아오지 못하게 하라. 정으니는 얘들을 인질로 잡아두거라.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	제 정신 맞나? 저건 말이 안 통 할 상태인것같은데?	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가서 포로가 되길 바란다 진심	
이 와중에… 북한에 1만명 여행보내겠다는 단체	좋은 계획이다. 거기 간 사람들 그냥 거기서 쭉 눌러 살게 해라. 기왕이면 민주당 인사들이 선발대로 가는거 추천한다.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가서 못돌아오게 해라  일만명이라니...민주당에 더 많이 있잖냐..갸들도 손에 손잡고 한꺼번에 보내라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	아니 위험성이나 북한이 싫다는데 보낸다는 의지는 어디서 생기는거냐?	
이 와중에… 북한에 1만명 여행보내겠다는 단체	잘됐다. 가서 눌러살이라. 갈따 문재앙 꼭 데려가고..	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가시는길 펀안히 가시길	
